Year,TWDBSurveyNo,PermitHolder,Latitude,Longitude,SourceType,UseType,SS_Pur,County,AquiferName,SurfaceWaterSource,SellerName,NAICS,Saline,Estimated,Volume,RelatedtoCOG
1993,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3633652300,No
2009,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3627349000,No
1985,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,3625744077,No
1980,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,3616294500,No
1983,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,3586348690,No
1990,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,3581708500,No
2017,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Reuse,Municipal,Ss,MIDLAND,NA,UNKNOWN,NA,NA,NA,NA,3579820987,No
2012,813875,XCEL ENERGY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3575596290,No
1989,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3553773900,No
2013,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,3545594400,No
1994,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,3544029000,No
1989,619550,CITY OF ODESSA,NA,NA,Surface,Municipal,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,LAKE J B THOMAS,NA,NA,NA,3538363000,No
1998,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,3517231000,No
1996,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3499511500,No
1990,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3473798900,No
2011,813875,XCEL ENERGY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3473066000,No
1995,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3448970200,No
2009,6650,CITY OF ABILENE,NA,NA,Surface,Municipal,Ss,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,NA,NA,NA,NA,3428762000,No
2016,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Reuse,Municipal,Ss,MIDLAND,NA,UNKNOWN,NA,NA,NA,NA,3422000000,No
2006,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,34.1491661,-102.6208344,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,No,No,3418954000,No
2010,764157,CITY OF SAN ANGELO,NA,NA,Reuse,Municipal,Ss,TOM GREEN,NA,UNKNOWN,NA,NA,NA,NA,3396414000,No
1994,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3392151400,No
2004,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,3389908000,No
1981,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,3375544451,No
1992,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3357033000,No
2006,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,3347440000,No
2013,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Reuse,Municipal,Ss,MIDLAND,NA,UNKNOWN,NA,NA,NA,NA,3334168000,No
1994,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,3330569682,No
1997,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,3319444137,No
2009,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,3315640000,No
2011,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,3315640000,No
1995,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,3296960418,No
2014,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Reuse,Municipal,Ss,MIDLAND,NA,UNKNOWN,NA,NA,NA,NA,3287372000,No
2015,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Reuse,Municipal,Ss,MIDLAND,NA,UNKNOWN,NA,NA,NA,NA,3260566000,No
2012,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,3253570000,No
2016,6650,CITY OF ABILENE,NA,NA,Surface,Municipal,Ss,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,NA,NA,NA,NA,3252019000,No
2018,6650,CITY OF ABILENE,NA,NA,Surface,Municipal,Ss,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,NA,NA,NA,NA,3248320000,No
1988,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3240323100,No
1992,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,3240000000,No
1992,619550,CITY OF ODESSA,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,3236454940,No
1994,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,3216801072,No
1994,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,3179993000,No
1991,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3154711900,No
2008,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,3148010000,No
2015,813875,XCEL ENERGY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3144092000,No
1993,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,3143484200,No
2009,764157,CITY OF SAN ANGELO,NA,NA,Reuse,Municipal,Ss,TOM GREEN,NA,UNKNOWN,NA,NA,NA,NA,3122000000,No
2018,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,3099130000,No
1989,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,WARD,PECOS AQUIFER,NA,WARD COUNTY FIELD,NA,NA,NA,3094830900,No
2011,764157,CITY OF SAN ANGELO,NA,NA,Reuse,Municipal,Ss,TOM GREEN,NA,UNKNOWN,NA,NA,NA,NA,3068000000,No
1992,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,3042829300,No
1993,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,3039994300,No
1986,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3029409800,No
2014,813875,XCEL ENERGY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,3024515200,No
1996,851650,TEXAS UTILITIES ELECTRIC COMPANY-MORGAN CREEK PLANT,NA,NA,Surface,Industrial,Ss,MITCHELL,NA,COLORADO CITY LAKE/RESERVOIR,NA,221112,No,No,3017249922,No
1993,619550,CITY OF ODESSA,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,3015197000,No
1987,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,2993725300,No
1985,813875,SOUTHWESTERN PUBLIC SERVICE COMPANY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,2990160500,No
2013,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2973410000,No
2018,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Groundwater,Municipal,Pur,WINKLER,PECOS AQUIFER,NA,MIDLAND FRESH WATER SUPPLY DISTRICT #1,NA,NA,NA,2942370000,No
1983,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2938799000,No
2011,6650,CITY OF ABILENE,NA,NA,Surface,Municipal,Ss,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,NA,NA,NA,NA,2936846000,No
1989,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2922331000,No
1998,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2916008013,No
1991,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,2899096400,No
2016,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2889600000,No
1981,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2877590400,No
1983,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,WARD,PECOS AQUIFER,NA,WARD COUNTY FIELD,NA,NA,NA,2876577000,No
2017,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2868670000,No
2014,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2859420000,No
1997,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2859157000,No
1990,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2856203000,No
2010,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2851319000,No
1991,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,2848126700,No
1986,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2825683000,No
1985,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,2789284561,No
1988,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,O C FISHER LAKE/RESERVOIR,O C FISHER (SAN ANGELO) 14060,NA,NA,NA,2776576371,No
1990,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,2741058600,No
1984,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,2737582143,No
1989,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,2708147800,No
2015,6650,CITY OF ABILENE,NA,NA,Surface,Municipal,Ss,JONES,NA,FORT PHANTOM HILL LAKE/RESERVOIR,NA,NA,NA,NA,2705554000,No
1989,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,2689890300,No
1993,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2686591000,No
1992,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,2681000000,No
2018,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2680677000,No
2016,813875,XCEL ENERGY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,2666942500,No
2002,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2665908000,No
1987,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,O C FISHER LAKE/RESERVOIR,O C FISHER (SAN ANGELO) 14060,NA,NA,NA,2645584269,No
2007,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2641206000,No
2013,NA,TEXLAND GREAT PLAINS WTR SUPPLY,32.5419312,-102.8081284,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,No,No,2614198524,No
2014,NA,TEXLAND GREAT PLAINS WTR SUPPLY,32.5419312,-102.8081284,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,No,No,2596130586,No
2003,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2589917000,No
1982,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,2583998430,No
1982,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,WARD,PECOS AQUIFER,NA,WARD COUNTY FIELD,NA,NA,NA,2576512000,No
2014,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2571204000,No
2017,813875,XCEL ENERGY-TOLK STATION,NA,NA,Groundwater,Industrial,SS,LAMB,OGALLALA AQUIFER,NA,NA,221112,No,No,2561248110,No
2015,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2553510000,No
1982,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2534379000,No
1988,73950,CITY OF BIG SPRING-GENERAL DISTRIBUTION SYSTEM,NA,NA,Surface,Municipal,Pur,SCURRY,NA,J B THOMAS LAKE/RESERVOIR,LAKE J B THOMAS,NA,NA,NA,2530917000,No
1989,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2526559000,No
1984,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,WARD,PECOS AQUIFER,NA,WARD COUNTY FIELD,NA,NA,NA,2484914900,No
1996,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2482995046,No
2010,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2476062000,No
1997,851650,TEXAS UTILITIES ELECTRIC COMPANY-MORGAN CREEK PLANT,NA,NA,Surface,Industrial,Ss,MITCHELL,NA,COLORADO CITY LAKE/RESERVOIR,NA,221112,No,No,2463433560,No
1986,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,2461999815,No
1983,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2458871646,No
2018,NA,TEXLAND GREAT PLAINS WTR SUPPLY,32.5419312,-102.8081284,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,No,No,2431678452,No
1994,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Ss,TOM GREEN,NA,NASWORTHY LAKE/RESERVOIR,NA,NA,NA,NA,2409993996,No
2015,NA,TEXLAND GREAT PLAINS WTR SUPPLY,32.5419312,-102.8081284,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,No,No,2392777674,No
1991,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2389570000,No
2000,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2388553000,No
2012,NA,TEXLAND GREAT PLAINS WTR SUPPLY,32.5419312,-102.8081284,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,No,No,2387729946,No
1982,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2381644959,No
1986,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2373065306,No
1989,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2339936031,No
2017,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Groundwater,Municipal,Pur,WINKLER,PECOS AQUIFER,NA,MIDLAND FRESH WATER SUPPLY DISTRICT #1,NA,NA,NA,2335040000,No
1999,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2323339000,No
1986,852400,LUMINANT GENERATION COMPANY LLC-PERMIAN BASIN STEAM ELECTRIC STATION,NA,NA,Groundwater,Industrial,SS,WARD,PECOS AQUIFER,NA,NA,221112,No,No,2317419728,No
1990,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2283700000,No
1987,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2276720900,No
1993,851650,TEXAS UTILITIES ELECTRIC COMPANY-MORGAN CREEK PLANT,NA,NA,Surface,Industrial,Ss,MITCHELL,NA,COLORADO CITY LAKE/RESERVOIR,NA,221112,No,No,2273951100,No
1995,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2273095844,No
1985,619550,CITY OF ODESSA,NA,NA,Groundwater,Municipal,Pur,ECTOR,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,ODESSA WELL FIELD ECTOR COUNTY FIELD,NA,NA,NA,2265213100,No
1990,221200,CITY OF DEL RIO,NA,NA,Surface,Municipal,Ss,VAL VERDE,NA,RIO GRANDE RUN OF RIVER,NA,NA,NA,NA,2263035300,No
1999,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,2259776685,No
1980,244000,FREEPORT MCMORAN SULPHUR INC,NA,NA,Groundwater,Industrial,SS,REEVES,PECOS AQUIFER,NA,NA,316110,No,No,2251345000,No
1987,852400,LUMINANT GENERATION COMPANY LLC-PERMIAN BASIN STEAM ELECTRIC STATION,NA,NA,Groundwater,Industrial,SS,WARD,PECOS AQUIFER,NA,NA,221112,No,No,2245068742,No
1988,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2243305000,No
1981,764157,CITY OF SAN ANGELO,NA,NA,Surface,Municipal,Pur,TOM GREEN,NA,TWIN BUTTES LAKE/RESERVOIR,SAN ANGELO WSC,NA,NA,NA,2235663711,No
1988,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2226214032,No
2014,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Groundwater,Municipal,Pur,WINKLER,PECOS AQUIFER,NA,MIDLAND FRESH WATER SUPPLY DISTRICT #1,NA,NA,NA,2225957200,No
2005,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,34.1797218,-102.7194443,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,No,No,2216157000,No
1988,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,LUBBOCK,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2200665000,No
1984,73950,CITY OF BIG SPRING-GENERAL DISTRIBUTION SYSTEM,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,2189993081,No
2001,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,NA,NA,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2189466000,No
1992,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT,NA,NA,Groundwater,Municipal,SS,MIDLAND,OGALLALA AQUIFER,NA,NA,NA,NA,NA,2171153000,No
1993,221200,CITY OF DEL RIO,NA,NA,Groundwater,Municipal,SS,VAL VERDE,EDWARDS-TRINITY-PLATEAU AQUIFER,NA,NA,NA,NA,NA,2154333000,No
2012,565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),NA,NA,Reuse,Municipal,Ss,MIDLAND,NA,UNKNOWN,NA,NA,NA,NA,2152610000,No
2010,NA,TEXLAND GREAT PLAINS WTR SUPPLY,32.5672989,-102.8431625,Groundwater,Municipal,SS,GAINES,DOCKUM AQUIFER,NA,NA,NA,No,No,2148530118,No
2017,NA,TEXLAND GREAT PLAINS WTR SUPPLY,32.5419312,-102.8081284,Groundwater,Municipal,SS,GAINES,OGALLALA AQUIFER,NA,NA,NA,No,No,2134460034,No
2009,518000,CITY OF LUBBOCK-WATER TREATMENT PLANT,34.1491661,-102.6208344,Groundwater,Municipal,SS,BAILEY,OGALLALA AQUIFER,NA,NA,NA,No,No,2130695000,No
1985,73950,CITY OF BIG SPRING-GENERAL DISTRIBUTION SYSTEM,NA,NA,Surface,Municipal,Pur,COKE,NA,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR,NA,NA,NA,2125578191,No
1985,852400,LUMINANT GENERATION COMPANY LLC-PERMIAN BASIN STEAM ELECTRIC STATION,NA,NA,Groundwater,Industrial,SS,WARD,PECOS AQUIFER,NA,NA,221112,No,No,2124192500,No
2000,891400,CITY OF UVALDE,NA,NA,Groundwater,Municipal,SS,UVALDE,EDWARDS-BFZ AQUIFER,NA,NA,NA,NA,NA,2118795000,No
1993,852400,LUMINANT GENERATION COMPANY LLC-PERMIAN BASIN STEAM ELECTRIC STATION,NA,NA,Groundwater,Industrial,SS,WARD,PECOS AQUIFER,NA,NA,221112,No,No,2087206100,No
1994,852400,LUMINANT GENERATION COMPANY LLC-PERMIAN BASIN STEAM ELECTRIC STATION,NA,NA,Groundwater,Industrial,SS,WARD,PECOS AQUIFER,NA,NA,221112,No,No,2067687522,No
